timestamp,symbol,timeframe,setup_type,bias,scenario_label,effort_result_state,absorption_candidate,climax_candidate,crowding_status,taker_price_divergence,oi_build_type,oi_semantic_reliable,passed,block_reasons,semantic_blocked,warnings
2026-05-06T14:15:00+00:00,SOLUSDT,15m,Continuation,Bearish,mixed_context,Absorption,True,False,neutral,False,unknown,False,False,mixed_context_blocked|scenario_not_allow|semantic_absorption_block|foundation_version_not_trusted|oi_delta_unreliable,True,
2026-04-08T00:00:00+00:00,LINKUSDT,4h,Continuation,Bullish,mixed_context,Efficient,False,False,neutral,False,unknown,False,False,continuation_control_not_directional|continuation_flow_alignment_below_threshold|continuation_structure_strength_below_threshold,False,
2026-04-15T20:00:00+00:00,LINKUSDT,4h,Continuation,Neutral,mixed_context,Normal,False,False,crowded_long,True,unknown,False,False,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,False,taker_price_divergence_warning|crowding_warning
2026-04-17T00:00:00+00:00,LINKUSDT,24h,Continuation,Neutral,mixed_context,Normal,False,False,extreme_crowded_long,False,unknown,False,False,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,False,
2026-04-17T04:00:00+00:00,LINKUSDT,24h,Continuation,Neutral,mixed_context,Normal,False,False,extreme_crowded_long,False,unknown,False,False,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,False,
2026-04-17T08:00:00+00:00,LINKUSDT,24h,Continuation,Neutral,mixed_context,Normal,False,False,extreme_crowded_long,False,unknown,False,False,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,False,
2026-04-17T12:00:00+00:00,LINKUSDT,24h,Continuation,Neutral,mixed_context,Normal,False,False,extreme_crowded_long,False,unknown,False,False,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,False,
2026-04-17T16:00:00+00:00,LINKUSDT,24h,Continuation,Neutral,mixed_context,Normal,False,False,extreme_crowded_long,False,unknown,False,False,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,False,
2026-04-17T20:00:00+00:00,LINKUSDT,24h,Continuation,Neutral,mixed_context,Normal,False,False,extreme_crowded_long,False,unknown,False,False,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,False,
2026-04-30T03:00:00+00:00,LINKUSDT,1h,Continuation,Bearish,mixed_context,Efficient,False,False,extreme_crowded_short,False,unknown,False,False,foundation_version_not_trusted|oi_delta_unreliable,False,
2026-04-30T03:15:00+00:00,LINKUSDT,1h,Continuation,Bearish,mixed_context,Efficient,False,False,extreme_crowded_short,False,unknown,False,False,foundation_version_not_trusted|oi_delta_unreliable,False,
2026-04-30T03:30:00+00:00,LINKUSDT,1h,Continuation,Bearish,mixed_context,Efficient,False,False,extreme_crowded_short,False,unknown,False,False,foundation_version_not_trusted|oi_delta_unreliable,False,
2026-04-30T03:45:00+00:00,LINKUSDT,1h,Continuation,Bearish,mixed_context,Efficient,False,False,extreme_crowded_short,False,unknown,False,False,foundation_version_not_trusted|oi_delta_unreliable,False,
2026-05-05T07:15:00+00:00,LINKUSDT,1h,Continuation,Bullish,mixed_context,Efficient,False,False,extreme_crowded_short,False,unknown,False,False,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,False,
2026-05-05T07:15:00+00:00,LINKUSDT,4h,Continuation,Bullish,mixed_context,Efficient,False,False,extreme_crowded_short,True,unknown,False,False,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,False,taker_price_divergence_warning
2026-05-05T08:00:00+00:00,LINKUSDT,1h,Continuation,Bullish,mixed_context,Efficient,False,False,extreme_crowded_short,False,unknown,False,False,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,False,
2026-05-05T08:00:00+00:00,LINKUSDT,4h,Continuation,Bullish,mixed_context,Efficient,False,False,extreme_crowded_short,True,unknown,False,False,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,False,taker_price_divergence_warning
