Version,Symbol,Timeframe,Setup,Regime,Confidence,Bias,Position,PnL_Pct,Result
v2_balanced,RENDERUSDT,1h,Continuation,Balanced,0.9028,Bullish,Long,-0.7808,loss
v2_balanced,RENDERUSDT,1h,Continuation,Balanced,0.8322,Bullish,Long,-0.8256,loss
v2_balanced,RENDERUSDT,4h,Continuation,Trending,0.8899,Bullish,Long,-3.4557,loss
v2_balanced,CRCLUSDT,15m,Continuation,Balanced,0.8626,Bullish,Long,-0.1235,loss
v2_balanced,CRCLUSDT,1h,Continuation,Balanced,0.816,Bullish,Long,-1.7759,loss
v2_balanced,MSTRUSDT,4h,Continuation,Balanced,0.8724,Bullish,Long,3.4002,win
v2_balanced,TIAUSDT,4h,Continuation,Trending,0.8897,Bullish,Long,1.6666,win
v2_balanced,TIAUSDT,4h,Continuation,Trending,0.9019,Bullish,Long,5.3734,win
v2_balanced,SOONUSDT,15m,Continuation,Balanced,0.8094,Bullish,Long,0.5683,win
v2_balanced,SOONUSDT,15m,Continuation,Ranging,0.8413,Bullish,Long,-0.6199,loss
v2_balanced,SOONUSDT,15m,Continuation,Balanced,0.8525,Bullish,Long,-1.0269,loss
v2_balanced,AXSUSDT,4h,Continuation,Balanced,0.8663,Bullish,Long,3.6434,win
v2_balanced,AXSUSDT,15m,Continuation,Balanced,0.8336,Bullish,Long,2.1445,win
v2_balanced,AXSUSDT,15m,Continuation,Balanced,0.8639,Bullish,Long,0.7818,win
v2_balanced,AAVEUSDT,1h,Continuation,Balanced,0.8909,Bullish,Long,2.1462,win
v2_balanced,AAVEUSDT,4h,Continuation,Trending,0.9297,Bullish,Long,-2.455,loss
v2_balanced,METUSDT,15m,Continuation,Balanced,0.8382,Bullish,Long,-2.1523,loss
v3_ema,LINKUSDT,1h,Continuation,Balanced,0.873,Bullish,Long,0.7783,win
v3_ema,LINKUSDT,24h,Continuation,Trending,0.8925,Bullish,Long,-2.0835,loss
v3_ema,LDOUSDT,4h,Continuation,Trending,0.9013,Bullish,Long,7.7023,win
v3_ema,LDOUSDT,4h,Continuation,Trending,0.8919,Bullish,Long,-5.7266,loss
v3_ema,HYPEUSDT,1h,Continuation,Balanced,0.8912,Bullish,Long,-0.5542,loss
v3_ema,HYPEUSDT,1h,Continuation,Balanced,0.9067,Bullish,Long,-0.1926,loss
v3_ema,HYPEUSDT,1h,Continuation,Balanced,0.9133,Bullish,Long,1.1663,win
v3_ema,0GUSDT,4h,Continuation,Trending,0.8966,Bullish,Long,-2.0632,loss
v3_ema,MOVRUSDT,15m,Continuation,Balanced,0.8685,Bullish,Long,-2.0372,loss
v3_ema,BZUSDT,1h,Continuation,Trending,0.889,Bullish,Long,-1.5394,loss
v3_ema,BZUSDT,4h,Continuation,Balanced,0.8896,Bullish,Long,-0.9303,open
v3_ema,BLURUSDT,15m,Continuation,Balanced,0.8474,Bullish,Long,3.6474,win
v3_ema,BLURUSDT,1h,Continuation,Trending,0.8794,Bullish,Long,-3.5539,loss
v3_ema,HOLOUSDT,4h,Continuation,Trending,0.8987,Bullish,Long,-3.1102,loss
v3_ema,HOLOUSDT,4h,Continuation,Trending,0.8824,Bullish,Long,-3.7608,loss
v3_ema,HBARUSDT,15m,Continuation,Ranging,0.8746,Bullish,Long,-0.2945,loss
v3_ema,MAGMAUSDT,15m,Continuation,Balanced,0.8675,Bullish,Long,0.9548,win
v3_ema,INJUSDT,4h,Continuation,Trending,0.8601,Bullish,Long,1.9055,win
v3_ema,INJUSDT,4h,Continuation,Trending,0.9103,Bullish,Long,4.857,win
v3_ema,INJUSDT,15m,Continuation,Balanced,0.8498,Bullish,Long,-0.1451,loss
v3_ema,ARBUSDT,4h,Continuation,Trending,0.8771,Bullish,Long,-1.77,loss
v3_ema,ARBUSDT,4h,Continuation,Trending,0.8944,Bullish,Long,-1.3175,loss
v3_ema,ARBUSDT,4h,Continuation,Trending,0.9261,Bullish,Long,-4.4297,loss
v3_ema,ARBUSDT,15m,Continuation,Balanced,0.8215,Bullish,Long,-0.3297,loss
v3_ema,我踏马来了USDT,4h,Continuation,Trending,0.8773,Bullish,Long,-0.0231,loss
v3_ema,GIGGLEUSDT,15m,Continuation,Balanced,0.7999,Bullish,Long,0.6715,win
v3_ema,GIGGLEUSDT,15m,Continuation,Balanced,0.8597,Bullish,Long,1.2292,win
v3_ema,MYXUSDT,15m,Continuation,Trending,0.7931,Bullish,Long,1.4001,win
v3_ema,MYXUSDT,4h,Continuation,Trending,0.8609,Bullish,Long,-5.8211,loss
v3_ema,GENIUSUSDT,15m,Continuation,Ranging,0.802,Bullish,Long,-0.6345,loss
v3_ema,ARIAUSDT,15m,Continuation,Trending,0.8442,Bullish,Long,6.0573,win
v3_ema,ARIAUSDT,1h,Continuation,Trending,0.8967,Bullish,Long,6.2961,win
v3_ema,SOLUSDT,1h,Continuation,Balanced,0.8556,Bullish,Long,1.8267,win
v3_ema,KOMAUSDT,15m,Continuation,Balanced,0.853,Bullish,Long,1.1696,win
v3_ema,SOMIUSDT,1h,Continuation,Balanced,0.8944,Bullish,Long,0.4802,win
v3_ema,CHIPUSDT,15m,Continuation,Trending,0.8964,Bullish,Long,-6.7045,loss
v3_ema,CRVUSDT,15m,Continuation,Ranging,0.8603,Bullish,Long,-0.2536,loss
v3_ema,HOODUSDT,4h,Continuation,Trending,0.4889,Bearish,Short,1.5424,win
v3_ema,VANAUSDT,4h,Continuation,Trending,0.8903,Bullish,Long,1.5227,win
v3_ema,BASEDUSDT,15m,Continuation,Balanced,0.8262,Bullish,Long,-0.8367,loss
v3_ema,DASHUSDT,4h,Continuation,Trending,0.8651,Bullish,Long,3.1816,win
v3_ema,DASHUSDT,4h,Continuation,Trending,0.8573,Bullish,Long,3.2627,win
v3_ema,ORCAUSDT,15m,Continuation,Balanced,0.877,Bullish,Long,-0.1935,loss
v3_ema,STOUSDT,15m,Continuation,Balanced,0.7989,Bullish,Long,-1.0096,loss
v3_ema,ADAUSDT,24h,Continuation,Trending,0.8581,Bullish,Long,-3.6518,loss
v3_ema,ZEREBROUSDT,15m,Continuation,Trending,0.824,Bullish,Long,4.246,win
v3_ema,ZEREBROUSDT,1h,Continuation,Trending,0.9029,Bullish,Long,11.4018,win
v3_ema,FARTCOINUSDT,15m,Continuation,Ranging,0.8781,Bullish,Long,-0.723,loss
v3_ema,FARTCOINUSDT,4h,Continuation,Trending,0.8943,Bullish,Long,-3.7682,loss
v3_ema,FARTCOINUSDT,1h,Continuation,Balanced,0.8588,Bullish,Long,2.7676,win
v3_ema,FARTCOINUSDT,4h,Continuation,Trending,0.9071,Bullish,Long,3.1251,win
v3_ema,FARTCOINUSDT,4h,Continuation,Trending,0.9004,Bullish,Long,-3.1431,loss
v3_ema,ONDOUSDT,15m,Continuation,Ranging,0.8016,Bullish,Long,0.3278,win
v3_ema,ONDOUSDT,15m,Continuation,Ranging,0.8685,Bullish,Long,-0.4194,loss
v3_ema,ONDOUSDT,15m,Continuation,Ranging,0.8061,Bullish,Long,-0.6987,loss
v3_ema,ONDOUSDT,4h,Continuation,Trending,0.8921,Bullish,Long,-2.3392,loss
v3_ema,BULLAUSDT,15m,Continuation,Trending,0.8919,Bullish,Long,-0.0851,loss
v3_ema,LINEAUSDT,4h,Continuation,Trending,0.8648,Bullish,Long,1.5305,win
v3_ema,LINEAUSDT,4h,Continuation,Trending,0.8923,Bullish,Long,0.154,loss
v3_ema,ASTERUSDT,1h,Continuation,Balanced,0.9079,Bullish,Long,-1.2758,loss
v3_ema,ESPUSDT,15m,Continuation,Balanced,0.466,Bearish,Short,-0.3475,loss
v3_ema,BSBUSDT,1h,Continuation,Trending,0.8832,Bullish,Long,-1.2509,loss
v3_ema,SONICUSDT,15m,Continuation,Balanced,0.8983,Bullish,Long,2.6463,win
v3_ema,QTUMUSDT,4h,Continuation,Trending,0.4394,Bearish,Short,-0.2579,loss
v3_ema,RAVEUSDT,4h,Continuation,Trending,0.9014,Bullish,Long,11.384,win
v3_ema,RLSUSDT,4h,Continuation,Trending,0.8915,Bullish,Long,-2.0839,loss
v3_ema,1000BONKUSDT,15m,Continuation,Ranging,0.8766,Bullish,Long,-0.4888,loss
v3_ema,1000BONKUSDT,4h,Continuation,Trending,0.8606,Bullish,Long,-1.3292,loss
v3_ema,1000BONKUSDT,15m,Continuation,Ranging,0.8084,Bullish,Long,0.9806,win
v3_ema,DOTUSDT,4h,Continuation,Balanced,0.8579,Bearish,Short,-1.4682,loss
v3_ema,DOTUSDT,15m,Continuation,Ranging,0.4549,Bearish,Short,-0.7151,loss
v3_ema,DOTUSDT,15m,Continuation,Ranging,0.8653,Bullish,Long,1.1115,win
v3_ema,XLMUSDT,4h,Continuation,Trending,0.8863,Bullish,Long,4.3089,win
v3_ema,CHZUSDT,4h,Continuation,Trending,0.887,Bullish,Long,-5.4595,loss
v3_ema,CHZUSDT,15m,Continuation,Ranging,0.7851,Bullish,Long,-0.2905,loss
v3_ema,ATOMUSDT,4h,Continuation,Balanced,0.4991,Bearish,Short,1.0992,win
v3_ema,LUNA2USDT,4h,Continuation,Trending,0.9011,Bullish,Long,1.4513,win
v3_ema,SUSHIUSDT,15m,Continuation,Ranging,0.8366,Bearish,Short,-0.2116,loss
v3_ema,IMXUSDT,4h,Continuation,Trending,0.9017,Bullish,Long,-1.1442,loss
v3_ema,IMXUSDT,4h,Continuation,Trending,0.9019,Bullish,Long,-0.667,loss
v3_ema,API3USDT,1h,Continuation,Balanced,0.8691,Bullish,Long,-0.2874,loss
v3_ema,STRKUSDT,4h,Continuation,Trending,0.8558,Bullish,Long,2.4842,win
v3_ema,PORTALUSDT,15m,Continuation,Balanced,0.8195,Bullish,Long,0.8688,win
v3_ema,HUMAUSDT,4h,Continuation,Trending,0.9039,Bullish,Long,-0.81,loss
v3_ema,HUMAUSDT,4h,Continuation,Trending,0.8776,Bullish,Long,3.9574,win
v3_ema,1000SHIBUSDT,4h,Continuation,Balanced,0.879,Bullish,Long,-2.4326,loss
v3_ema,1000SHIBUSDT,15m,Continuation,Ranging,0.8316,Bullish,Long,0.1854,win
v3_ema,1000SHIBUSDT,15m,Continuation,Ranging,0.8072,Bullish,Long,0.7994,win
v3_ema,MMTUSDT,1h,Continuation,Balanced,0.8998,Bullish,Long,-1.3758,loss
v3_ema,MMTUSDT,1h,Continuation,Balanced,0.9118,Bullish,Long,0.8177,win
v3_ema,MMTUSDT,15m,Continuation,Trending,0.8441,Bullish,Long,1.4738,win
v3_ema,PHBUSDT,15m,Continuation,Trending,0.7999,Bullish,Long,-2.8294,loss
v3_ema,VVVUSDT,15m,Continuation,Balanced,0.4205,Bearish,Short,-0.0387,loss
v3_ema,VVVUSDT,15m,Continuation,Balanced,0.8241,Bullish,Long,0.4968,win
v3_ema,VVVUSDT,4h,Continuation,Trending,0.8809,Bullish,Long,-0.2314,loss
v3_ema,VVVUSDT,4h,Continuation,Trending,0.9041,Bullish,Long,2.163,win
v3_ema,1000PEPEUSDT,1h,Continuation,Balanced,0.8307,Bullish,Long,-1.6735,loss
v3_ema,1000PEPEUSDT,15m,Continuation,Balanced,0.8574,Bullish,Long,-0.8251,loss
v3_ema,1000PEPEUSDT,4h,Continuation,Balanced,0.9061,Bullish,Long,-2.0948,loss
v3_ema,1000PEPEUSDT,4h,Continuation,Trending,0.9017,Bullish,Long,-2.2772,loss
v3_ema,WLDUSDT,1h,Continuation,Balanced,0.8632,Bullish,Long,2.3537,win
v3_ema,WLDUSDT,1h,Continuation,Trending,0.8972,Bullish,Long,-2.0708,loss
v3_ema,WLDUSDT,4h,Continuation,Trending,0.9314,Bullish,Long,-4.9768,loss
v3_ema,WLDUSDT,15m,Continuation,Ranging,0.895,Bullish,Long,-0.7118,loss
v3_ema,PIXELUSDT,4h,Continuation,Trending,0.4654,Bearish,Short,-6.3267,loss
v3_ema,PIXELUSDT,15m,Continuation,Balanced,0.8605,Bullish,Long,1.4491,win
v3_ema,NMRUSDT,15m,Continuation,Balanced,0.8172,Bullish,Long,3.6498,win
v3_ema,RIVERUSDT,1h,Continuation,Trending,0.5003,Bearish,Short,5.8086,win
v3_ema,RIVERUSDT,1h,Continuation,Trending,0.8968,Bearish,Short,-2.7626,loss
v3_ema,RIVERUSDT,15m,Continuation,Balanced,0.7943,Bullish,Long,0.6253,win
v3_ema,TACUSDT,15m,Continuation,Balanced,0.8407,Bullish,Long,-0.1253,loss
v3_ema,TACUSDT,15m,Continuation,Balanced,0.8275,Bullish,Long,3.2523,win
v3_ema,XPLUSDT,1h,Continuation,Trending,0.8899,Bullish,Long,-0.6687,loss
v3_ema,XPLUSDT,15m,Continuation,Balanced,0.8554,Bullish,Long,-1.5066,loss
v3_ema,XPLUSDT,4h,Continuation,Trending,0.8616,Bullish,Long,-4.528,loss
v3_ema,BANANAS31USDT,15m,Continuation,Balanced,0.8351,Bullish,Long,-1.3806,loss
v3_ema,XAUTUSDT,4h,Continuation,Balanced,0.8998,Bullish,Long,-1.7028,loss
v3_ema,ETCUSDT,4h,Continuation,Balanced,0.9026,Bullish,Long,3.3269,win
v3_ema,ETCUSDT,4h,Continuation,Trending,0.8572,Bullish,Long,-0.5131,loss
v3_ema,ZROUSDT,1h,Continuation,Balanced,0.4877,Bearish,Short,0.8118,win
v3_ema,TRUMPUSDT,15m,Continuation,Balanced,0.8323,Bullish,Long,1.4484,win
v3_ema,TAOUSDT,4h,Continuation,Balanced,0.8851,Bullish,Long,1.3228,win
v3_ema,TAOUSDT,1h,Continuation,Balanced,0.4788,Bearish,Short,-1.696,loss
v3_ema,SAPIENUSDT,1h,Continuation,Trending,0.878,Bullish,Long,7.1426,win
v3_ema,BROCCOLI714USDT,1h,Continuation,Trending,0.8952,Bullish,Long,8.3437,win
v3_ema,LITUSDT,1h,Continuation,Trending,0.8789,Bullish,Long,1.9868,win
v3_ema,THETAUSDT,15m,Continuation,Balanced,0.8937,Bullish,Long,-1.3137,loss
v3_ema,FILUSDT,4h,Continuation,Trending,0.9296,Bullish,Long,1.4004,win
v3_ema,NAORISUSDT,4h,Continuation,Trending,0.8711,Bullish,Long,3.5827,win
v3_ema,TONUSDT,4h,Continuation,Trending,0.8926,Bullish,Long,1.8577,win
v3_ema,TONUSDT,15m,Continuation,Ranging,0.824,Bullish,Long,-0.4991,loss
v3_ema,GALAUSDT,15m,Continuation,Ranging,0.8455,Bullish,Long,-0.5329,loss
v3_ema,GALAUSDT,24h,Continuation,Trending,0.9006,Bullish,Long,3.1933,win
v3_ema,GALAUSDT,4h,Continuation,Trending,0.8874,Bullish,Long,4.4405,win
v3_ema,GALAUSDT,4h,Continuation,Trending,0.9131,Bullish,Long,-3.5403,loss
v3_ema,ROSEUSDT,1h,Continuation,Balanced,0.9042,Bullish,Long,-0.3322,loss
v3_ema,ETHUSDT,4h,Continuation,Balanced,0.8735,Bullish,Long,-1.553,loss
v3_ema,ETHUSDT,4h,Continuation,Balanced,0.8868,Bullish,Long,-0.688,loss
v3_ema,PIEVERSEUSDT,15m,Continuation,Trending,0.8173,Bullish,Long,1.8468,win
v3_ema,BUSDT,4h,Continuation,Trending,0.8794,Bullish,Long,3.2843,win
v3_ema,PRLUSDT,15m,Continuation,Trending,0.8336,Bullish,Long,-6.09,loss
v3_ema,PRLUSDT,15m,Continuation,Balanced,0.8223,Bullish,Long,-0.9346,loss
v3_ema,PENGUUSDT,1h,Continuation,Trending,0.8941,Bullish,Long,2.2991,win
v3_ema,PENGUUSDT,4h,Continuation,Trending,0.9041,Bullish,Long,-3.6455,loss
v3_ema,PENGUUSDT,15m,Continuation,Ranging,0.8402,Bullish,Long,1.109,win
v3_ema,PENGUUSDT,4h,Continuation,Trending,0.9018,Bullish,Long,-4.6467,loss
v3_ema,PENGUUSDT,1h,Continuation,Trending,0.9075,Bullish,Long,3.3811,win
v3_ema,PENGUUSDT,15m,Continuation,Balanced,0.8493,Bullish,Long,-1.0627,loss
v3_ema,PENGUUSDT,15m,Continuation,Balanced,0.8018,Bullish,Long,-0.0831,loss
v3_ema,PENGUUSDT,4h,Continuation,Trending,0.8971,Bullish,Long,-4.0542,loss
v3_ema,IPUSDT,15m,Continuation,Balanced,0.8787,Bullish,Long,-0.8235,loss
v3_ema,IPUSDT,15m,Continuation,Ranging,0.8617,Bullish,Long,0.8299,win
v3_ema,BNBUSDT,4h,Continuation,Balanced,0.8822,Bullish,Long,-1.3346,loss
v3_ema,LABUSDT,1h,Continuation,Trending,0.9156,Bullish,Long,-5.3966,loss
v3_ema,OPUSDT,4h,Continuation,Trending,0.8516,Bullish,Long,2.0042,win
v3_ema,SPACEUSDT,4h,Continuation,Trending,0.8821,Bullish,Long,-6.3997,loss
v3_ema,SPACEUSDT,1h,Continuation,Trending,0.8821,Bullish,Long,-5.3208,loss
v3_ema,WCTUSDT,1h,Continuation,Trending,0.8979,Bullish,Long,1.9939,win
v3_ema,TURBOUSDT,1h,Continuation,Balanced,0.4973,Bearish,Short,1.0211,win
v3_ema,INTCUSDT,4h,Continuation,Balanced,0.8884,Bullish,Long,-2.0852,loss
v3_ema,FIGHTUSDT,4h,Continuation,Trending,0.8729,Bullish,Long,3.3913,win
v3_ema,SAFEUSDT,4h,Continuation,Trending,0.9012,Bullish,Long,-0.8181,loss
v3_ema,SAFEUSDT,4h,Continuation,Trending,0.8762,Bullish,Long,6.1992,win
v3_ema,RAYSOLUSDT,4h,Continuation,Trending,0.885,Bullish,Long,-2.6543,loss
v3_ema,PIPPINUSDT,4h,Continuation,Trending,0.9084,Bearish,Short,3.5946,win
v3_ema,OPENUSDT,4h,Continuation,Trending,0.9001,Bullish,Long,-1.8998,loss
v3_ema,OPENUSDT,15m,Continuation,Balanced,0.7845,Bullish,Long,-0.8765,loss
v3_ema,OPENUSDT,15m,Continuation,Balanced,0.8383,Bullish,Long,0.4947,win
v3_ema,CFGUSDT,15m,Continuation,Balanced,0.812,Bullish,Long,0.8494,win
v3_ema,WETUSDT,15m,Continuation,Trending,0.8592,Bullish,Long,-2.2042,loss
v3_ema,ALGOUSDT,1h,Continuation,Trending,0.8638,Bullish,Long,-0.0792,loss
v3_ema,ALGOUSDT,15m,Continuation,Balanced,0.862,Bullish,Long,-0.4602,loss
v3_ema,COMPUSDT,1h,Continuation,Balanced,0.9075,Bullish,Long,3.5125,win
v3_ema,NEARUSDT,15m,Continuation,Balanced,0.8042,Bullish,Long,-0.6254,loss
v3_ema,NEARUSDT,1h,Continuation,Balanced,0.8486,Bullish,Long,-1.1645,loss
v3_ema,CLUSDT,4h,Continuation,Trending,0.8885,Bullish,Long,2.935,win
v3_ema,CLUSDT,15m,Continuation,Balanced,0.7892,Bullish,Long,0.8582,win
v3_ema,ENJUSDT,15m,Continuation,Balanced,0.837,Bullish,Long,-0.9653,loss
v3_ema,VIRTUALUSDT,1h,Continuation,Balanced,0.8491,Bullish,Long,3.0033,win
v3_ema,VIRTUALUSDT,4h,Continuation,Trending,0.8695,Bullish,Long,-4.0608,loss
v3_ema,VIRTUALUSDT,4h,Continuation,Trending,0.8825,Bullish,Long,-4.4101,loss
v3_ema,VIRTUALUSDT,4h,Continuation,Trending,0.8725,Bullish,Long,1.555,win
v3_ema,VIRTUALUSDT,4h,Continuation,Trending,0.8779,Bullish,Long,-2.7187,loss
v3_ema,INXUSDT,4h,Continuation,Trending,0.8803,Bullish,Long,6.1286,win
v3_ema,INXUSDT,1h,Continuation,Balanced,0.4892,Bearish,Short,-2.018,loss
v3_ema,FIDAUSDT,15m,Continuation,Balanced,0.7957,Bullish,Long,2.0594,win
v3_ema,AVAXUSDT,1h,Continuation,Balanced,0.9037,Bullish,Long,0.4436,win
v3_ema,1000LUNCUSDT,4h,Continuation,Trending,0.8658,Bullish,Long,6.4693,win
v3_ema,1000LUNCUSDT,4h,Continuation,Trending,0.8807,Bullish,Long,6.9949,win
v3_ema,BRUSDT,15m,Continuation,Trending,0.8389,Bullish,Long,2.0828,win
v3_ema,BRUSDT,1h,Continuation,Trending,0.878,Bullish,Long,-3.7597,loss
v3_ema,KITEUSDT,4h,Continuation,Trending,0.8774,Bullish,Long,-4.9689,loss
v3_ema,JCTUSDT,4h,Continuation,Trending,0.8672,Bullish,Long,10.566,win
v3_ema,WIFUSDT,15m,Continuation,Ranging,0.3906,Bearish,Short,-0.0152,loss
v3_ema,WIFUSDT,4h,Continuation,Balanced,0.8918,Bullish,Long,-2.5943,loss
v3_ema,WIFUSDT,1h,Continuation,Trending,0.8925,Bullish,Long,0.7897,win
v3_ema,WIFUSDT,1h,Continuation,Trending,0.8657,Bullish,Long,2.0284,win
v3_ema,NOMUSDT,15m,Continuation,Trending,0.8353,Bullish,Long,-3.0557,loss
v3_ema,NOMUSDT,15m,Continuation,Trending,0.8358,Bullish,Long,1.4135,win
v3_ema,PUMPUSDT,4h,Continuation,Trending,0.8661,Bullish,Long,-0.9499,loss
v3_ema,PUMPUSDT,15m,Continuation,Balanced,0.8564,Bullish,Long,0.6823,win
v3_ema,TAGUSDT,15m,Continuation,Trending,0.834,Bullish,Long,5.7023,win
v3_ema,TURTLEUSDT,4h,Continuation,Trending,0.875,Bullish,Long,2.5013,win
v3_ema,ZECUSDT,1h,Continuation,Trending,0.8849,Bullish,Long,1.1843,win
v3_ema,ZECUSDT,4h,Continuation,Trending,0.8582,Bullish,Long,-4.38,loss
v3_ema,DOGEUSDT,1h,Continuation,Balanced,0.8639,Bullish,Long,2.0889,win
v3_ema,DOGEUSDT,4h,Continuation,Balanced,0.8664,Bullish,Long,-1.6669,loss
v3_ema,DOGEUSDT,1h,Continuation,Trending,0.9287,Bullish,Long,-1.0808,loss
v3_ema,DOGEUSDT,24h,Continuation,Trending,0.9068,Bullish,Long,-5.2871,loss
v3_ema,DOGEUSDT,15m,Continuation,Ranging,0.8365,Bullish,Long,-0.0602,loss
v3_ema,DOGEUSDT,1h,Continuation,Trending,0.9308,Bullish,Long,1.6126,win
v3_ema,币安人生USDT,15m,Continuation,Trending,0.7916,Bullish,Long,2.4834,win
v3_ema,币安人生USDT,15m,Continuation,Balanced,0.8724,Bullish,Long,-1.3048,loss
v3_ema,AEROUSDT,4h,Continuation,Trending,0.8893,Bullish,Long,2.2832,win
v3_ema,AEROUSDT,1h,Continuation,Balanced,0.9086,Bullish,Long,2.6133,win
v3_ema,1000FLOKIUSDT,1h,Continuation,Balanced,0.8569,Bullish,Long,-0.7143,loss
v3_ema,1000FLOKIUSDT,1h,Continuation,Balanced,0.8872,Bullish,Long,-2.3365,loss
v3_ema,SPKUSDT,15m,Continuation,Trending,0.8759,Bullish,Long,2.4443,win
v3_ema,SPKUSDT,1h,Continuation,Trending,0.4646,Bearish,Short,-0.0845,loss
v3_ema,CROSSUSDT,4h,Continuation,Trending,0.8755,Bullish,Long,3.0618,win
v3_ema,CROSSUSDT,15m,Continuation,Balanced,0.8663,Bullish,Long,-1.0809,loss
v3_ema,KATUSDT,1h,Continuation,Trending,0.4869,Bearish,Short,-0.3083,loss
v3_ema,KATUSDT,15m,Continuation,Trending,0.857,Bullish,Long,-3.5612,loss
v3_ema,KATUSDT,15m,Continuation,Balanced,0.8094,Bullish,Long,-1.0217,loss
v3_ema,SLPUSDT,4h,Continuation,Trending,0.8904,Bullish,Long,4.3156,win
v3_ema,REDUSDT,15m,Continuation,Trending,0.8053,Bullish,Long,-2.0619,loss
v3_ema,MONUSDT,15m,Continuation,Balanced,0.8697,Bullish,Long,-0.8193,loss
v3_ema,MONUSDT,4h,Continuation,Trending,0.8977,Bullish,Long,2.895,win
v3_ema,MONUSDT,4h,Continuation,Trending,0.875,Bullish,Long,-1.4725,loss
v3_ema,XAGUSDT,4h,Continuation,Balanced,0.8893,Bullish,Long,1.001,win
v3_ema,HYPERUSDT,15m,Continuation,Trending,0.8794,Bullish,Long,-0.2717,loss
v3_ema,HYPERUSDT,1h,Continuation,Balanced,0.8631,Bullish,Long,-1.5362,loss
v3_ema,UNIUSDT,1h,Continuation,Trending,0.8936,Bullish,Long,-1.5055,loss
v3_ema,UNIUSDT,4h,Continuation,Trending,0.8888,Bullish,Long,-2.1553,loss
v3_ema,ZBTUSDT,15m,Continuation,Trending,0.8212,Bullish,Long,2.5544,win
v3_ema,ZBTUSDT,1h,Continuation,Trending,0.8524,Bullish,Long,6.3354,win
v3_ema,ZBTUSDT,4h,Continuation,Trending,0.8923,Bullish,Long,9.1211,win
v3_ema,SUIUSDT,4h,Continuation,Balanced,0.8938,Bullish,Long,-2.3199,loss
v3_ema,SUIUSDT,4h,Continuation,Trending,0.8626,Bullish,Long,-1.6447,loss
v3_ema,SUIUSDT,4h,Continuation,Balanced,0.871,Bullish,Long,1.2471,win
v3_ema,NIGHTUSDT,1h,Continuation,Balanced,0.4856,Bearish,Short,2.044,win
v3_ema,MASKUSDT,4h,Continuation,Trending,0.8985,Bullish,Long,1.6686,win
v3_ema,MASKUSDT,24h,Continuation,Trending,0.8946,Bullish,Long,10.1631,win
v3_ema,MASKUSDT,1h,Continuation,Balanced,0.8582,Bullish,Long,-1.6716,loss
v3_ema,ENAUSDT,15m,Continuation,Balanced,0.853,Bullish,Long,-1.1334,loss
v3_ema,ENAUSDT,15m,Continuation,Ranging,0.8413,Bullish,Long,0.3417,win
v3_ema,ENAUSDT,15m,Continuation,Ranging,0.8041,Bearish,Short,-0.6524,loss
v3_ema,ENAUSDT,15m,Continuation,Ranging,0.8525,Bullish,Long,0.4378,win
v3_ema,XMRUSDT,1h,Continuation,Balanced,0.8533,Bullish,Long,0.5472,win
v3_ema,ONGUSDT,1h,Continuation,Balanced,0.494,Bearish,Short,2.1176,win
v3_ema,ZKPUSDT,4h,Continuation,Trending,0.8694,Bullish,Long,9.4951,win
v3_ema,BANKUSDT,15m,Continuation,Trending,0.8426,Bullish,Long,-5.1909,loss
v3_ema,EDGEUSDT,4h,Continuation,Trending,0.8843,Bullish,Long,3.7564,win
v3_ema,BTCUSDT,24h,Continuation,Trending,0.8822,Bullish,Long,-1.0196,loss
v3_ema,SEIUSDT,4h,Continuation,Trending,0.8534,Bullish,Long,-3.4886,loss
v3_ema,SEIUSDT,15m,Continuation,Ranging,0.8433,Bullish,Long,0.3822,win
v3_ema,SEIUSDT,15m,Continuation,Balanced,0.8271,Bullish,Long,1.3656,win
v3_ema,RENDERUSDT,1h,Continuation,Balanced,0.9012,Bullish,Long,-0.7808,loss
v3_ema,RENDERUSDT,4h,Continuation,Trending,0.8899,Bullish,Long,-3.4557,loss
v3_ema,CRCLUSDT,15m,Continuation,Balanced,0.8626,Bullish,Long,-0.1235,loss
v3_ema,MSTRUSDT,4h,Continuation,Balanced,0.8724,Bullish,Long,3.4002,win
v3_ema,TIAUSDT,4h,Continuation,Trending,0.8897,Bullish,Long,1.6666,win
v3_ema,TIAUSDT,4h,Continuation,Trending,0.9019,Bullish,Long,5.3734,win
v3_ema,TIAUSDT,1h,Continuation,Balanced,0.8462,Bullish,Long,-1.5004,loss
v3_ema,SOONUSDT,15m,Continuation,Balanced,0.8094,Bullish,Long,0.5683,win
v3_ema,SOONUSDT,15m,Continuation,Ranging,0.8413,Bullish,Long,-0.6199,loss
v3_ema,SOONUSDT,15m,Continuation,Balanced,0.883,Bullish,Long,0.5512,win
v3_ema,AAVEUSDT,1h,Continuation,Balanced,0.8887,Bullish,Long,2.1462,win
v3_ema,METUSDT,15m,Continuation,Balanced,0.8382,Bullish,Long,-2.1523,loss
v3_ema,AIOTUSDT,15m,Continuation,Trending,0.8037,Bullish,Long,-3.5768,loss
v3_ema,APEUSDT,15m,Continuation,Balanced,0.8531,Bullish,Long,-0.5539,loss
v3_ema,APEUSDT,4h,Continuation,Trending,0.8657,Bullish,Long,-3.9221,loss
v3_ema,APEUSDT,1h,Continuation,Balanced,0.8691,Bullish,Long,-2.6749,loss
