symbol,timeframe,timestamp,body_change,rolling_change,volume_z,effort_result_state,absorption_candidate,climax_candidate,efficient_move_candidate,oi_build_type,oi_semantic_state,taker_price_divergence,crowding_status,liquidation_context,setup_type,market_state,bias,action_status
XRPUSDT,24h,2026-04-25T20:00:00+00:00,-0.003964114333402906,0.002777930122257997,1.2967500044868103,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-26T00:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-26T00:00:00+00:00,0.002042541202986424,0.002042541202986424,-0.531490353527262,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-26T00:00:00+00:00,-0.006633151794442007,-0.006633151794442007,-1.0671713427180753,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Pre-Squeeze,Bearish,Ready
XRPUSDT,1h,2026-04-26T02:00:00+00:00,-0.0007040766035343871,0.0,,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-26T02:00:00+00:00,0.002042541202986424,0.002042541202986424,-0.531490353527262,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-26T02:00:00+00:00,-0.006633151794442007,-0.006633151794442007,-1.0671713427180753,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Pre-Squeeze,Bearish,Ready
XRPUSDT,1h,2026-04-26T03:00:00+00:00,0.0009159444796731338,0.0009159444796731338,,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-26T03:00:00+00:00,0.002042541202986424,0.002042541202986424,-0.531490353527262,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-26T03:00:00+00:00,-0.006633151794442007,-0.006633151794442007,-1.0671713427180753,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Pre-Squeeze,Bearish,Ready
XRPUSDT,1h,2026-04-26T04:00:00+00:00,-0.001970998169787509,-0.001970998169787509,,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-26T04:00:00+00:00,-0.003444155479018856,-0.003444155479018856,-0.3126831744227536,,False,False,False,,,False,,,Squeeze,Pre-Squeeze,Bearish,Building
XRPUSDT,24h,2026-04-26T04:00:00+00:00,-0.006633151794442007,-0.006633151794442007,-1.0671713427180753,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Pre-Squeeze,Bearish,Ready
XRPUSDT,1h,2026-04-26T05:00:00+00:00,0.0027507405840033958,0.0027507405840033958,,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-26T05:00:00+00:00,-0.003444155479018856,-0.003444155479018856,-0.3126831744227536,,False,False,False,,,False,,,Squeeze,Pre-Squeeze,Bearish,Building
